2026-01-08 11:27:27 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:31:48 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:31:48 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:48 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:31:50 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:50 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:31:50 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:50 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:31:50 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:50 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:31:50 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:50 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:31:52 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:52 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:31:52 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:52 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:31:53 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:53 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:31:53 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:53 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:31:55 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:55 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:31:55 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:55 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:31:55 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:55 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:31:55 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:55 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:31:57 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:57 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:31:57 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:57 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:31:58 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:58 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:31:58 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:31:58 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:00 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:00 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:00 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:00 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:00 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:00 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:00 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:00 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:01 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:01 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:02 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:02 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:02 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:02 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:03 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:03 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:03 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:03 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:05 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:05 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:05 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:05 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:05 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:05 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:05 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:05 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:06 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:06 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:06 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:06 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:06 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:06 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:07 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:07 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:07 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:07 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:08 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:08 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:08 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:08 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:10 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:10 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:10 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:10 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:10 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:10 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:10 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:10 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:11 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:11 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:12 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:12 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:12 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:12 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:12 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:12 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:12 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:12 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:12 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:12 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:13 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:13 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:13 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:13 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:13 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:13 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:13 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:13 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:13 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:13 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:13 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:13 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:13 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:13 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:13 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:13 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:13 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:13 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:15 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:15 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:15 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:15 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:15 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:15 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:15 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:15 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:15 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:15 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:15 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:15 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:15 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:15 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:15 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:15 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:15 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:15 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:17 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:17 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:17 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:17 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:18 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:18 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:18 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:18 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:20 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:20 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:20 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:20 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:20 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:20 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:20 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:20 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:21 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:21 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:21 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:21 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:21 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:21 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:22 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:22 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:22 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:22 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:23 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:23 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:23 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:23 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:25 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:25 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:25 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:25 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:26 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:26 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:26 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:26 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:27 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:27 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:27 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:27 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:27 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:27 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:28 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:28 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:28 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:28 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:30 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:30 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:30 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:30 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:31 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:31 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:31 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:31 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:32 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:32 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:32 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:32 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:32 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:33 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:33 UTC | INFO     | http_server | Refreshing session for API key 1LS4DakO... (expires in 10.0 min)
2026-01-08 11:32:33 UTC | INFO     | http_server | Refreshing session for API key 7DNc6AnX... (expires in 10.0 min)
2026-01-08 11:32:33 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:33 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:33 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:33 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:35 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:35 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:35 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:35 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:36 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:36 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:36 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:36 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:37 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:37 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:38 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:38 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:38 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:38 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:38 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:38 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:40 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:40 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:40 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:40 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 7DNc6AnX..., using cache
2026-01-08 11:32:41 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:41 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:41 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:41 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:41 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:41 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:42 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:42 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:42 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:42 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:42 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:42 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:43 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:43 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:43 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:43 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:43 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:43 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:43 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:43 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:43 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
2026-01-08 11:32:43 UTC | WARNING  | http_server | Database validation failed but found cached credentials for 1LS4DakO..., using cache
2026-01-08 11:32:43 UTC | WARNING  | http_server | Failed to validate API key against Supabase: [Errno -3] Temporary failure in name resolution
